1.1120197772979736;0;48;0;0
0.2839176654815674;0;48;0;0
0.25035715103149414;0;48;0;0
0.25322556495666504;0;48;0;0
0.2600846290588379;0;48;0;0
0.25563669204711914;0.25256872177124023;50;1;34.0
0.256317138671875;0.5107977390289307;57;2;44.5
0.2555708885192871;0.5107212066650391;57;2;44.5
0.2859480381011963;0.5121374130249023;57;2;44.5
0.2516939640045166;0.4998927116394043;57;2;44.5
0.24976110458374023;0.4977288246154785;57;2;44.5
0.2591226100921631;0.5389859676361084;57;2;44.5
0.26294732093811035;0.5244596004486084;57;2;44.5
0.25747251510620117;0.5269677639007568;57;2;44.5
0.2643446922302246;0.5393121242523193;57;2;44.5
0.3151984214782715;0.5845394134521484;57;2;44.5
0.27319908142089844;0.5539376735687256;57;2;44.5
0.2573273181915283;0.5129776000976562;57;2;44.5
0.2681455612182617;0.5107870101928711;57;2;44.5
0.24956774711608887;0.2723817825317383;17;1;10.0
0.24956774711608887;0.2723817825317383;18;1;10.0
0.252852201461792;27.449180841445923;17;1;10.0
0.252852201461792;27.449180841445923;18;1;10.0
0.25192785263061523;0;48;0;0
0.25752878189086914;0;48;0;0
0.26314878463745117;0;56;0;0
0.28203582763671875;3.6286418437957764;73;1;67.0
0.28380703926086426;2.3304245471954346;73;1;67.0
0.26121044158935547;0;20;0;0
1.2710387706756592;0;20;0;0
0.2839634418487549;0;14;0;0
0.2644834518432617;0;14;0;0
0.25966596603393555;0;14;0;0
0.26267361640930176;0;14;0;0
0.2634463310241699;0;15;0;0
0.27613353729248047;0;15;0;0
0.27822303771972656;7.910182952880859;22;1;19.0
0.33808016777038574;0;12;0;0
0.42482852935791016;0;25;0;0
0.43740391731262207;0.37598323822021484;35;1;29.0
0.2843470573425293;0;48;0;0
0.288773775100708;0;48;0;0
0.2911841869354248;0.30884432792663574;48;1;33.0
0.28922414779663086;0.3025071620941162;52;1;31.0
0.2596249580383301;0;15;0;0
0.2739114761352539;0;15;0;0
0.26067209243774414;20.75558853149414;21;1;15.0
0.2641103267669678;0.2674252986907959;21;1;15.0
